id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,month/year
748057762947660466,"Funky 2 bedroom pad, close to the City Centre",7966312,Fionnghaile,Christchurch City,Central Ward,-43.5349736,172.6579439,Entire home/apt,166.0,1.0,43,2026-03-16,1.1,1,66,35,,2026-03
748654842441848858,City Centre Apartment on Gloucester,42796710,Josh,Christchurch City,Central Ward,-43.529498607324925,172.6450191065669,Entire home/apt,263.0,1.0,325,2026-03-22,7.89,2,289,54,,2026-03
748807214033615521,Private Sunny Unit close to the Airport,15480413,Jackie,Christchurch City,Fendalton Ward,-43.50675,172.58279,Entire home/apt,229.0,1.0,90,2026-03-13,2.23,2,105,6,,2026-03
750103808917622148,"Peaceful in Redwood, Christchurch",26334225,Raylene,Christchurch City,Papanui Ward,-43.47611,172.62025,Private room,92.0,1.0,15,2026-03-01,0.37,2,339,5,,2026-03
750379744089215466,French Bay House - Raupo Room,130642642,Tim And Jacqui,Christchurch City,Banks Peninsula Ward,-43.81022,172.96406,Private room,340.0,1.0,1,2026-01-30,0.57,4,217,1,,2026-01
751849249762320284,Chic in the City,176508106,Shar,Christchurch City,Central Ward,-43.52962,172.65733,Entire home/apt,169.0,2.0,54,2026-03-20,1.67,1,355,20,,2026-03
752341962087649365,Lyttel BOS Studio,57440995,Melissa,Christchurch City,Banks Peninsula Ward,-43.60293,172.70898,Entire home/apt,254.0,2.0,90,2026-02-28,2.28,1,338,21,,2026-02
754573596852381614,Diamond Harbour escape,486665268,Rodney,Christchurch City,Banks Peninsula Ward,-43.62654,172.73894,Private room,172.0,1.0,9,2026-01-06,0.27,1,358,1,,2026-01
757992042127459324,Private room in Christchurch,120365151,Don,Christchurch City,Harewood Ward,-43.48298,172.58626,Private room,69.0,1.0,5,2023-04-20,0.13,1,362,0,,2023-04
759029814457248725,Free Secure Park CBD Location 2 Bdrms 5 mins CBD,45768555,Hasslefree Accommodation,Christchurch City,Central Ward,-43.52781,172.64633,Entire home/apt,245.0,1.0,46,2026-03-06,1.14,65,322,6,,2026-03
759552267420317426,"Hop, Skip, Jump to the city !",41237555,Hayden Jones,Christchurch City,Linwood Ward,-43.54412,172.66815,Entire home/apt,245.0,1.0,127,2026-02-02,3.44,1,216,12,,2026-02
760114928498477403,Private central city standalone home with parking,411147933,Konrad,Christchurch City,Central Ward,-43.5246593,172.6428791,Entire home/apt,169.0,3.0,143,2026-03-07,3.62,1,116,52,,2026-03
760931471627203236,"Charming, central, 2 bedroom haven.",35112765,Jess,Christchurch City,Fendalton Ward,-43.50627422245262,172.62139588594437,Entire home/apt,245.0,1.0,102,2026-03-14,2.52,1,37,50,,2026-03
761026623269956825,Central City Studio with Sunny Balcony,38196340,Ross,Christchurch City,Central Ward,-43.5245242719272,172.635634919574,Entire home/apt,138.0,4.0,79,2026-03-13,1.98,2,323,15,,2026-03
761715228536755812,Fyffe Executive Spa Studio,58116308,Rod,Christchurch City,Riccarton Ward,-43.53119,172.58942,Private room,215.0,1.0,0,,,4,330,0,,
761716894181729970,Fyffe One Bedroom Unit,58116308,Rod,Christchurch City,Riccarton Ward,-43.52925,172.58825,Private room,289.0,1.0,0,,,4,308,0,,
763154657366616081,Studio Unit  with Spa Bath!,488268220,Martin Alejandro,Christchurch City,Hornby Ward,-43.53364762574401,172.54678890109062,Entire home/apt,260.0,1.0,267,2026-03-15,6.82,8,124,78,,2026-03
764688080598336792,City Escape | Free Parking + Flexible Beds,72194360,Breidi,Christchurch City,Central Ward,-43.52272,172.64308,Entire home/apt,354.0,2.0,55,2026-02-22,1.36,9,240,10,,2026-02
765201349507772378,Funky Spacious 2Bdrms 2Bthrms Free Covered Park.,45768555,Hasslefree Accommodation,Christchurch City,Central Ward,-43.5272,172.64214,Entire home/apt,219.0,1.0,70,2025-09-18,1.76,65,308,3,,2025-09
765557477175656403,Central City Apartment with Sunny Balcony,38196340,Ross,Christchurch City,Central Ward,-43.5246642984608,172.63595678465578,Entire home/apt,162.0,4.0,41,2026-03-20,1.04,2,294,12,,2026-03
768455795847426978,Whow! Unique Quirky Spacious Free Off Street Park,45768555,Hasslefree Accommodation,Christchurch City,Central Ward,-43.5374746,172.6384688,Entire home/apt,254.0,1.0,63,2025-08-15,1.58,65,310,7,,2025-08
768477373238536726,Prime CBD Hospital Location Plus Garage 2Bdrms,45768555,Hasslefree Accommodation,Christchurch City,Central Ward,-43.5333695,172.6295839,Entire home/apt,238.0,1.0,122,2026-03-05,3.26,65,300,21,,2026-03
768487037167064237,Le Bons Bay - The old hall,464252537,Paul,Christchurch City,Banks Peninsula Ward,-43.76331,173.0614,Entire home/apt,360.0,2.0,27,2026-02-21,0.69,1,285,7,,2026-02
771054901650979999,The Somerfield Grand Residence,58253723,Happy Hideouts,Christchurch City,Cashmere Ward,-43.56297359320462,172.62561734765768,Entire home/apt,421.0,1.0,12,2026-02-19,0.32,5,270,7,,2026-02
772048331959116071,Tranquil And Entertaining Lifestyle 2 Bed House,489786737,Jing,Christchurch City,Innes Ward,-43.4775865,172.6590199,Entire home/apt,238.0,2.0,41,2026-02-22,1.04,2,270,10,,2026-02
772119345048680386,Beautiful home near everything!,131734373,Alicia,Christchurch City,Linwood Ward,-43.54946,172.6722883,Entire home/apt,258.0,1.0,211,2026-03-04,5.25,10,287,43,,2026-03
772525694591965366,Spacious and Comfy Townhouse,667025918,Canterbury Corner,Christchurch City,Heathcote Ward,-43.5559497,172.6430901,Entire home/apt,290.0,2.0,64,2026-03-05,1.64,1,223,36,,2026-03
773979923937128991,Glenwood Akaroa Bush Retreat - Kanuka Hut,159130015,Jenny,Christchurch City,Banks Peninsula Ward,-43.80802843600328,172.99700053649292,Entire home/apt,232.0,1.0,33,2026-02-28,0.84,2,353,17,,2026-02
774130038566135154,single room 10 mins drive to the airport,77196518,Jill,Christchurch City,Hornby Ward,-43.53117,172.52109,Private room,64.0,1.0,84,2026-03-12,2.17,4,73,21,,2026-03
774301125872084924,Surf Break Apartment 1,489814732,Cheryl,Christchurch City,Heathcote Ward,-43.56749407861191,172.7573892615738,Entire home/apt,773.0,2.0,39,2026-03-14,1.03,2,288,3,,2026-03
774745657305777353,BASIC UNIT WITH Netflix- Next to Wigram Reserve,160910071,Disha,Christchurch City,Halswell Ward,-43.55997,172.54775,Entire home/apt,163.0,1.0,140,2025-12-05,3.61,1,199,14,,2025-12
774899308218976868,Beautiful 30m2 tiny home!,131734373,Alicia,Christchurch City,Linwood Ward,-43.54946,172.6722883,Entire home/apt,154.0,1.0,93,2026-03-07,2.33,10,314,20,,2026-03
774900641086656446,Cozy Town House - Walk to Addington Raceway,682808597,Devon,Christchurch City,Spreydon Ward,-43.54659,172.60345,Entire home/apt,253.0,1.0,135,2026-03-14,3.42,22,253,58,,2026-03
775611783178511067,"Near to City, King Bed, Clean & Tidy House",451174187,Hou Keet,Christchurch City,Heathcote Ward,-43.5499921,172.6500962,Private room,71.0,1.0,202,2026-03-19,5.17,2,160,55,,2026-03
775733180577168083,Surf Break Apartment 2,489814732,Cheryl,Christchurch City,Heathcote Ward,-43.5675981,172.7574481,Entire home/apt,470.0,2.0,41,2026-01-03,1.07,2,310,2,,2026-01
775760849961458369,Great Location Kotuku Rose large family home,490417330,Karina,Christchurch City,Heathcote Ward,-43.55397,172.69315,Entire home/apt,394.0,1.0,125,2026-03-17,3.14,1,143,37,,2026-03
775791108238004862,Surf Break Apartment 3,42353024,Danielle,Christchurch City,Heathcote Ward,-43.5675981,172.7574481,Entire home/apt,628.0,2.0,8,2025-02-22,0.21,3,205,0,,2025-02
776283793596660586,Grannies on the park,135009104,Janee,Christchurch City,Cashmere Ward,-43.55920561314174,172.62869115918875,Entire home/apt,127.0,1.0,52,2026-02-28,1.35,1,235,21,,2026-02
776299880968318243,Modern Indoor/Outdoor Living in Burwood,201964581,Thomas,Christchurch City,Burwood Ward,-43.478002223382695,172.67507310824303,Entire home/apt,417.0,4.0,11,2026-03-08,0.74,1,80,10,,2026-03
776963873883977112,Modern two bedroom Apartment  with Wi Fi,474211319,John,Christchurch City,Banks Peninsula Ward,-43.80782,172.96308,Entire home/apt,260.0,2.0,144,2026-03-17,3.71,1,325,39,,2026-03
777740994793512769,Chic City apartment. Free parking for 2 cars,201714794,Steve,Christchurch City,Fendalton Ward,-43.51526,172.6319,Entire home/apt,136.0,1.0,182,2026-03-19,4.69,2,13,60,,2026-03
779281599162079480,Sunny Two Bedroom Townhouse,9297203,Briedi,Christchurch City,Harewood Ward,-43.48518,172.59127,Entire home/apt,200.0,1.0,8,2026-01-02,0.2,1,7,2,,2026-01
779292148829442752,Black Point Beauty,39994192,Debi,Christchurch City,Banks Peninsula Ward,-43.6336608,172.7124996,Private room,149.0,1.0,63,2026-03-08,1.64,1,28,20,,2026-03
779312443019658939,New York Style Apartment - Inner City Location,183401548,Lynette,Christchurch City,Central Ward,-43.52366240955136,172.63087950646877,Entire home/apt,326.0,1.0,93,2026-02-28,2.45,1,131,19,,2026-02
779813695818589072,Queen bed for 1 or 2 guests,424963036,Gemma Alegre,Christchurch City,Halswell Ward,-43.58679207413948,172.60879762275394,Private room,166.0,1.0,21,2024-03-12,0.54,1,171,0,,2024-03
779850772856780347,City Townhouse,421969456,Tracey,Christchurch City,Central Ward,-43.5196776,172.6375982,Entire home/apt,440.0,1.0,1,2023-02-26,0.03,2,106,0,,2023-02
780678291164800079,Big House with nearby parks,7650205,Sue & Tim,Christchurch City,Harewood Ward,-43.46329,172.6187,Entire home/apt,1176.0,2.0,5,2024-01-08,0.13,3,364,0,,2024-01
780880701214690922,Heart of Christchurch City Studio*New Bathroom,74811135,Maggie,Christchurch City,Central Ward,-43.53154,172.6469,Private room,160.0,1.0,153,2026-03-13,3.85,41,318,26,,2026-03
782096306107847578,Addington SOHO Two Bedroom Townhouse,49642171,Lily-SimplyHost,Christchurch City,Spreydon Ward,-43.54594,172.61536,Entire home/apt,331.0,1.0,137,2025-12-30,3.66,95,193,24,,2025-12
782115460688714215,Location Plus Free Off St Park Handy Hospital,45768555,Hasslefree Accommodation,Christchurch City,Riccarton Ward,-43.5287189,172.6108395,Entire home/apt,231.0,1.0,125,2026-02-28,3.18,65,264,47,,2026-02
782236470176105298,Tranquil And Entertaining Lifestyle 3 Bed House,489786737,Jing,Christchurch City,Innes Ward,-43.4775865,172.6590199,Entire home/apt,306.0,2.0,40,2026-03-14,1.04,2,260,13,,2026-03
783422501515727269,NEW Studio 1 Bed/ 1 bath/ kit/living,103297640,Alana,Christchurch City,Heathcote Ward,-43.54928538378406,172.62830693274736,Entire home/apt,,2.0,94,2026-03-02,2.47,1,0,28,,2026-03
784860907340643953,Parkside Retreat/5mins to airport/Self-Checkin,57576452,Vicky & Vincent,Christchurch City,Waimairi Ward,-43.5000452,172.564801,Entire home/apt,113.0,1.0,519,2026-03-06,13.15,1,76,174,,2026-03
785155431333969661,Elegant Family Home in Merivale,81390838,Perfect Stays,Christchurch City,Fendalton Ward,-43.5186,172.61097,Entire home/apt,,2.0,26,2025-02-23,0.66,47,0,0,,2025-02
786283622664084276,Addington Delight - Christchurch Holiday Home,145244100,Bachcare,Christchurch City,Spreydon Ward,-43.54227,172.61467,Entire home/apt,,2.0,1,2023-02-27,0.03,1417,365,0,,2023-02
787778775400488819,Beating Heart of Christchurch,202585247,Ohana,Christchurch City,Central Ward,-43.5366847,172.6407056,Entire home/apt,395.0,1.0,229,2026-03-01,5.81,137,92,47,,2026-03
787823178586479718,Water view Apartment,37860112,Hamish,Christchurch City,Heathcote Ward,-43.55923,172.70349,Entire home/apt,103.0,7.0,3,2025-02-27,0.12,1,214,0,,2025-02
787979355756504575,Triple room.  Near city center.,298456605,Tony,Christchurch City,Burwood Ward,-43.51701,172.68864,Private room,91.0,1.0,34,2026-01-07,0.86,5,23,13,,2026-01
789342390301273709,1 Bed Comfort in the Heart of CHCH,482671075,Care Property Stays,Christchurch City,Central Ward,-43.5366847,172.6407056,Entire home/apt,245.0,1.0,181,2026-03-02,4.63,147,260,25,,2026-03
790951969034658492,CBD Entertainer â 2-Bed Townhouse by Little High,49642171,Lily-SimplyHost,Christchurch City,Central Ward,-43.5370029,172.6405072,Entire home/apt,262.0,1.0,140,2026-01-09,3.61,95,280,15,,2026-01
792037440328699357,A Touch of Luxury in CHCH CBD with Free Carpark,482671075,Care Property Stays,Christchurch City,Central Ward,-43.5366847,172.6407056,Entire home/apt,229.0,1.0,41,2025-12-13,1.06,147,200,6,,2025-12
792124691330968571,Bridle Path Retreat - modern private luxury,24205506,"Mayie, Judi And Karen At Bookahome",Christchurch City,Heathcote Ward,-43.57146,172.71085,Entire home/apt,1641.0,2.0,19,2026-01-22,0.51,83,14,4,,2026-01
793630539431432974,Brand New CBD Stay | Next to Stadium.,94933806,Fiona,Christchurch City,Central Ward,-43.538,172.63939,Entire home/apt,213.0,1.0,98,2026-03-18,2.53,1,252,25,,2026-03
794464420535551287,Christchurch Parkside Apartment - with EV Charger,307971138,Stephanie,Christchurch City,Riccarton Ward,-43.5297719,172.6113008,Entire home/apt,286.0,2.0,20,2025-01-10,0.52,2,98,0,,2025-01
794544434578707500,Large Self-Contained Room with ensuite Mt Pleasant,493679589,Deb,Christchurch City,Heathcote Ward,-43.56012310542845,172.717664,Entire home/apt,137.0,1.0,22,2024-12-26,0.58,1,354,0,,2024-12
795172332177626343,"Private Bedroom, in a quiet 2 Bedroom home.",41561166,Leon,Christchurch City,Papanui Ward,-43.48236,172.62722,Private room,130.0,1.0,17,2024-02-23,0.44,1,324,0,,2024-02
795807242501503262,"Near to City, 2 Single Size Beds, Clean & Tidy",451174187,Hou Keet,Christchurch City,Heathcote Ward,-43.55059,172.65046,Private room,52.0,1.0,141,2026-03-19,3.64,2,155,21,,2026-03
797199553416126759,Central City Convenience At The Salt District,49642171,Lily-SimplyHost,Christchurch City,Central Ward,-43.53697,172.64091,Entire home/apt,228.0,1.0,110,2025-12-28,2.86,95,316,9,,2025-12
800773499513543755,The Outlook by Tiny Away,154813436,Tiny Away,Christchurch City,Banks Peninsula Ward,-43.63563,172.72137,Entire home/apt,268.0,1.0,42,2025-12-25,1.09,9,358,6,,2025-12
801618124369631156,Bushside Cottage - Akaroa Holiday Home,145244100,Bachcare,Christchurch City,Banks Peninsula Ward,-43.79268,172.96841,Entire home/apt,,2.0,10,2024-11-23,0.29,1417,365,0,,2024-11
802616868833793566,Beautiful New Townhouse Private Parking by Hagley,86216394,Min,Christchurch City,Riccarton Ward,-43.53008,172.6112,Entire home/apt,254.0,1.0,139,2026-03-05,3.6,37,213,34,,2026-03
803140770938901366,Private Beach Cottage,71364335,Valerie,Christchurch City,Heathcote Ward,-43.57089400648173,172.76010239999997,Entire home/apt,288.0,14.0,3,2026-02-28,1.1,1,163,3,,2026-02
803146604947649710,Ensuite for long term,495791733,Sukhwinder,Christchurch City,Heathcote Ward,-43.54958,172.64856,Private room,150.0,7.0,0,,,1,364,0,,
803387541655155601,North Western Sanctuary,495830365,Phil & Dan,Christchurch City,Harewood Ward,-43.45340602478986,172.61948790489353,Private room,100.0,2.0,36,2026-02-28,0.94,1,199,1,,2026-02
804516858244645413,Redwood Accommodation.,495295655,Michelle,Christchurch City,Papanui Ward,-43.472287,172.6194946,Entire home/apt,114.0,1.0,152,2026-02-24,3.93,1,261,28,,2026-02
805115934551207032,2 Bedroom Central Christchurch Hub,482671075,Care Property Stays,Christchurch City,Central Ward,-43.5366847,172.6407056,Entire home/apt,267.0,1.0,81,2026-02-14,2.1,147,184,17,,2026-02
805453119675747858,Designer beauty townhouse on Peacock with garage,86216394,Min,Christchurch City,Central Ward,-43.5219421,172.6326196,Entire home/apt,385.0,1.0,91,2026-03-07,2.38,37,140,28,,2026-03
805825720645458865,Spacious Luxury 3 Bedroom Family Retreat,49642171,Lily-SimplyHost,Christchurch City,Fendalton Ward,-43.5144483,172.6263306,Entire home/apt,486.0,1.0,125,2026-03-13,3.33,95,249,16,,2026-03
806018558867953027,Brand new 2 bed ocean view!.,36181980,Chris,Christchurch City,Coastal Ward,-43.5036249,172.7293298,Entire home/apt,194.0,1.0,222,2026-03-17,6.18,2,232,53,,2026-03
806058288730364435,Beautiful villa near everything!,131734373,Alicia,Christchurch City,Linwood Ward,-43.54968,172.67251,Entire home/apt,299.0,1.0,136,2026-03-05,3.57,10,283,10,,2026-03
808234879059685574,Serene Two Bedroom Townhouse Close to Airport,49642171,Lily-SimplyHost,Christchurch City,Hornby Ward,-43.5459926,172.5175479,Entire home/apt,262.0,1.0,219,2026-03-14,5.78,95,351,57,,2026-03
809719963522999386,Your own space in an apartment. Close to stadiums,10376640,Sue,Christchurch City,Spreydon Ward,-43.55085,172.59585,Private room,95.0,1.0,63,2026-03-10,1.65,1,322,19,,2026-03
809778469981150692,"City lights, Mountain heights",497329414,Michael,Christchurch City,Heathcote Ward,-43.56228,172.71287,Entire home/apt,,2.0,0,,,1,364,0,,
813231393807164779,Marine Bach - Diamond Harbour,498144930,Kenn,Christchurch City,Banks Peninsula Ward,-43.62895,172.72986,Entire home/apt,223.0,2.0,84,2026-03-07,2.21,1,256,26,,2026-03
813259682015692602,Deluxe Central Retreat with Super King Bed,482671075,Care Property Stays,Christchurch City,Central Ward,-43.5372287,172.6410557,Entire home/apt,242.0,1.0,207,2026-03-10,5.43,147,249,32,,2026-03
814154388984215688,Embrace the Sumner beach!,108655719,Craig,Christchurch City,Heathcote Ward,-43.58003764747089,172.7574618914771,Entire home/apt,,2.0,7,2025-04-12,0.43,1,0,2,,2025-04
814981270429591756,Stylish 3 Bed Lux Home Close To CBD With Garage!,49642171,Lily-SimplyHost,Christchurch City,Innes Ward,-43.50744900352824,172.6363969460327,Entire home/apt,,2.0,81,2026-03-01,2.14,95,0,19,,2026-03
815435529637670062,Charteris Bay BnB,498618966,Felicity,Christchurch City,Banks Peninsula Ward,-43.64889,172.70926,Private room,183.0,2.0,27,2026-03-07,0.73,1,312,14,,2026-03
815625354473616110,Peaceful garden cottage,201748,Debby,Christchurch City,Cashmere Ward,-43.563657,172.6403891,Entire home/apt,109.0,2.0,100,2026-03-16,2.63,1,329,22,,2026-03
816159461050381230,"A Great Location 4 bedrooms , quiet and comfort !",497805832,Sunny,Christchurch City,Riccarton Ward,-43.52591,172.57291,Entire home/apt,354.0,1.0,136,2026-02-23,3.68,1,167,43,,2026-02
816229147432681196,Glamorous 2 Bed CBD Townhouse with King Bed,482671075,Care Property Stays,Christchurch City,Central Ward,-43.53712,172.64004,Entire home/apt,219.0,1.0,95,2026-02-16,2.51,147,259,23,,2026-02
817011585202989754,Clifftop Retreat- Seaviews,245921468,Donna,Christchurch City,Heathcote Ward,-43.56142,172.73152,Entire home/apt,132.0,1.0,125,2026-02-08,3.28,1,105,33,,2026-02
817559392372482647,"Quiet, Private, Exclusive Spot!",91780005,Alana,Christchurch City,Fendalton Ward,-43.5187,172.6249,Entire home/apt,257.0,2.0,134,2026-03-17,4.31,2,147,46,,2026-03
818282148225762404,Luxurious home with heated pool,81390838,Perfect Stays,Christchurch City,Waimairi Ward,-43.50416,172.57144,Entire home/apt,870.0,5.0,2,2025-01-04,0.08,47,67,0,,2025-01
819067375079761965,Modern spacious apartment in CBD,102034919,Rudy And Bernie,Christchurch City,Central Ward,-43.52652,172.64754,Entire home/apt,260.0,2.0,233,2026-03-17,6.16,2,197,59,,2026-03
822548955530298991,The City Sanctuary,202585247,Ohana,Christchurch City,Central Ward,-43.5366847,172.6407056,Entire home/apt,360.0,1.0,240,2026-03-17,6.34,137,100,72,,2026-03
822754037586828380,Maison en Noyer - Akaroa Holiday Home,145244100,Bachcare,Christchurch City,Banks Peninsula Ward,-43.81092,172.96493,Entire home/apt,,2.0,4,2024-10-21,0.15,1417,365,0,,2024-10
822795371090783373,Funky Kiwi Caravan for Two!,1743811,Kelly,Christchurch City,Spreydon Ward,-43.54841,172.60999,Private room,44.0,5.0,38,2026-03-11,1.03,5,173,11,,2026-03
824044889221781821,Beautiful Richmond house & gardens,20748870,Paul,Christchurch City,Innes Ward,-43.5121146,172.6576486,Entire home/apt,267.0,2.0,74,2026-03-04,2.06,1,103,29,,2026-03
824239319070122326,Christchurch CBD townhouse,211195948,Jenny,Christchurch City,Central Ward,-43.53198,172.66438,Entire home/apt,214.0,1.0,92,2026-03-01,2.44,20,163,21,,2026-03
824268275045865833,Twin Room - two single beds - private toilet,1743811,Kelly,Christchurch City,Spreydon Ward,-43.54822,172.6086,Private room,53.0,5.0,36,2026-03-19,0.97,5,112,24,,2026-03
826873830528987169,"Summer fun,  Sunny Cosy Sleeps 6 Free Parking",45768555,Hasslefree Accommodation,Christchurch City,Central Ward,-43.52246179999999,172.6435501,Entire home/apt,509.0,1.0,115,2026-02-25,3.58,65,331,29,,2026-02
829736835923312060,Stylish Coastal Living,145299159,Jason,Christchurch City,Coastal Ward,-43.50644,172.72519,Entire home/apt,408.0,1.0,31,2026-03-15,0.87,1,337,15,,2026-03
829758462782269155,Trendy on Taramea,501222894,Marilyn,Christchurch City,Spreydon Ward,-43.54752,172.60803,Entire home/apt,205.0,1.0,95,2026-02-28,2.55,5,343,33,,2026-02
830238950782558696,Addington Stadium Stay,202585247,Ohana,Christchurch City,Spreydon Ward,-43.54470999999999,172.6090661,Entire home/apt,307.0,1.0,265,2026-03-15,7.49,137,135,74,,2026-03
834302475667982138,"Unbeatable Price, Brekky, Close to CBD, Sunny Room",271872412,Marie,Christchurch City,Burwood Ward,-43.5117,172.67584,Private room,66.0,1.0,53,2026-03-08,1.43,2,354,12,,2026-03
834441199423436405,The Hagley Park Stunna!,202585247,Ohana,Christchurch City,Central Ward,-43.53832,172.62105,Entire home/apt,253.0,1.0,227,2026-03-17,6.14,137,142,76,,2026-03
834983944241442929,The Sleepout,408607282,Philippa,Christchurch City,Harewood Ward,-43.49595,172.58688,Entire home/apt,109.0,1.0,142,2026-03-15,3.86,1,273,45,,2026-03
835616827563123951,Home sweet home CBD Christchurch 2 bed 2 bath,365360819,Chao,Christchurch City,Central Ward,-43.5322057,172.6494295,Entire home/apt,234.0,1.0,92,2026-03-20,2.47,11,145,21,,2026-03
835673317803002782,Modern luxury four bedroom house,211195948,Jenny,Christchurch City,Halswell Ward,-43.55061,172.55848,Entire home/apt,355.0,1.0,96,2026-02-22,2.61,20,188,31,,2026-02
835707864186190895,Central Diamond Harbour Guest Suite,55459019,Gillian,Christchurch City,Banks Peninsula Ward,-43.62853,172.72304,Entire home/apt,183.0,1.0,23,2026-01-23,0.7,1,115,10,,2026-01
835763301153714646,1 Bed Central City Fringe Deluxe w/Carpark,482671075,Care Property Stays,Christchurch City,Spreydon Ward,-43.5460365,172.6197479,Entire home/apt,197.0,1.0,235,2026-03-07,6.53,147,222,56,,2026-03
836380212672949081,Free Parking! Welles St City Haven,134816915,Alyssia&Frank,Christchurch City,Central Ward,-43.537026867475085,172.63850636780262,Entire home/apt,352.0,1.0,102,2026-03-14,2.74,1,261,22,,2026-03
837058062814020519,Enchanting Getaway in Merivale,202585247,Ohana,Christchurch City,Fendalton Ward,-43.5146541,172.6258586,Entire home/apt,266.0,1.0,257,2026-03-16,6.91,137,118,76,,2026-03
837153114067534801,"Modern, new, family home",390179933,Jamie Lee,Christchurch City,Halswell Ward,-43.57456,172.5863,Entire home/apt,331.0,2.0,9,2024-03-31,0.25,1,11,0,,2024-03
838565100873967862,Port Goodness,195093909,Kate,Christchurch City,Banks Peninsula Ward,-43.59488,172.72152,Entire home/apt,286.0,2.0,42,2026-03-14,1.18,1,359,17,,2026-03
838702289225495288,Gem in Papanui Christchurch,191831593,William,Christchurch City,Papanui Ward,-43.49008,172.61445,Entire home/apt,330.0,1.0,29,2026-03-07,0.79,2,277,7,,2026-03
840228952104716691,3Bedroom Family House Close Airport,110408144,Shiyao,Christchurch City,Hornby Ward,-43.52377,172.53985,Entire home/apt,410.0,1.0,137,2026-02-26,3.73,2,242,15,,2026-02
840246168412697350,3BR CBD â¢ Privateâ¢ Next to Parakiore + Hagley Park,461462003,Aimee,Christchurch City,Central Ward,-43.5375386,172.6252073,Entire home/apt,242.0,2.0,154,2025-12-05,4.2,2,233,29,,2025-12
840345082269963311,Walk to Te Kaha | Chic Single Room near CBD & ARA,242784215,Arshi,Christchurch City,Linwood Ward,-43.53875,172.66446,Private room,58.0,1.0,53,2026-03-04,1.58,1,324,20,,2026-03
841037356438446875,Stunning cottage close 2 airport,23389870,Hennie,Christchurch City,Harewood Ward,-43.48859,172.5735,Entire home/apt,674.0,1.0,94,2026-02-23,2.79,5,144,42,,2026-02
841556388627446413,Gateway to Hagley Park - 2 Bed w/Carpark,482671075,Care Property Stays,Christchurch City,Riccarton Ward,-43.5311678,172.6101226,Entire home/apt,165.0,1.0,123,2026-02-14,3.32,147,257,38,,2026-02
842199160302724498,Diamond Harbour Hideaway,26758196,Melanie,Christchurch City,Banks Peninsula Ward,-43.62634,172.73666,Entire home/apt,343.0,2.0,8,2026-03-12,0.32,1,79,1,,2026-03
842307883026755345,Spacious City Apartment with stunning views,504396169,Denise,Christchurch City,Burwood Ward,-43.49517,172.66655,Entire home/apt,155.0,1.0,6,2023-04-15,0.16,1,85,0,,2023-04
842384898215984534,Cabino,962345,Rollo,Christchurch City,Banks Peninsula Ward,-43.78565,172.80874,Entire home/apt,326.0,1.0,1,2023-03-19,0.03,1,89,0,,2023-03
842416641756183877,Beckenham studio on tree lined street,299816018,Philippa,Christchurch City,Cashmere Ward,-43.5592,172.64262,Entire home/apt,166.0,1.0,67,2026-03-14,1.82,1,173,12,,2026-03
843917675732912298,A Hidden Gem in central city,133703679,Anthy,Christchurch City,Central Ward,-43.53760740000001,172.6252083,Entire home/apt,323.0,1.0,55,2026-03-08,1.5,3,305,12,,2026-03
844336853364643343,Central City Boutique Escape,202585247,Ohana,Christchurch City,Central Ward,-43.537291,172.6254294,Entire home/apt,265.0,1.0,230,2026-03-07,6.24,137,97,55,,2026-03
845956409292827970,Private Room with Ensuite.,505136076,Diann,Christchurch City,Innes Ward,-43.51284,172.63723,Private room,155.0,1.0,7,2025-02-22,0.19,1,90,0,,2025-02
846495415945498870,Luxury Private Room in St Albans | Walk to CBD,36414636,Art,Christchurch City,Innes Ward,-43.51194,172.64267,Private room,110.0,1.0,31,2026-03-21,0.85,1,61,9,,2026-03
846595843743458997,2 Bedrooms apprtmt.+Underground Parking in CBD,245025642,Amy,Christchurch City,Central Ward,-43.53498,172.63512,Entire home/apt,284.0,1.0,172,2026-03-15,4.68,1,307,22,,2026-03
846614858284264314,Jeffreys Road,24205506,"Mayie, Judi And Karen At Bookahome",Christchurch City,Fendalton Ward,-43.51176,172.60199,Entire home/apt,265.0,5.0,10,2026-02-20,0.27,83,156,4,,2026-02
847521223991840944,City Park Townhouse,499424997,Casa,Christchurch City,Central Ward,-43.5375171,172.6250229,Entire home/apt,228.0,1.0,147,2026-02-21,4.01,2,355,27,,2026-02
848030318052097839,Stylish 2-Bedroom Haven Next to Hagley Park,482671075,Care Property Stays,Christchurch City,Central Ward,-43.53758,172.62521,Entire home/apt,312.0,1.0,53,2025-12-19,1.45,147,166,9,,2025-12
848037931188252579,Beachfront Bach - retro at the beach,24205506,"Mayie, Judi And Karen At Bookahome",Christchurch City,Coastal Ward,-43.52052,172.73548,Entire home/apt,296.0,2.0,18,2026-02-17,0.55,83,334,6,,2026-02
848088385807549576,Inner city retreat.,367122252,Dane,Christchurch City,Spreydon Ward,-43.54245,172.61247,Entire home/apt,189.0,4.0,59,2026-03-01,1.68,1,216,16,,2026-03
